Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,antiguedad,producto_barato_caro,visibilidad_por_precio,clasificacion_visibilidad,Item_Fat_Content_Regular,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
0.025698134,196.5084,2004,1587.2672,22,1,0.00013077371756118315,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.057556998,107.6938,1985,214.3876,41,0,0.0005344504326154337,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.025896485,165.021,1997,4078.025,29,1,0.00015692842123123725,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.099887103,45.906,2007,838.908,19,0,0.002175905175794014,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.066693437,42.3112,2004,1065.28,22,0,0.0015762596428368846,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0.019356132,39.1164,1987,308.9312,39,0,0.0004948341871951407,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0.161466534,45.5086,1998,178.4344,28,0,0.0035480444135833665,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.072221801,43.6454,1985,125.8362,41,0,0.0016547402704523272,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.170348551,55.7956,1998,163.7868,28,0,0.0030530821606004773,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.080829372,96.4436,2009,2741.7644,17,0,0.0008380999050222098,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0.0,256.6672,2009,3068.0064,17,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.0,93.1436,2002,2174.5028,24,0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.097904029,174.8738,1997,2085.2856,29,1,0.0005598553299579469,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.089291137,146.7102,1999,3791.0652,27,1,0.000608622556577525,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.059511812,128.0678,1985,2797.6916,41,0,0.0004646898908234544,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.113123893,122.5388,2009,1609.9044,17,0,0.0009231679517018284,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0.123111453,36.9874,1985,388.1614,41,0,0.0033284700465563946,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0.026480954,87.6198,1985,2180.495,41,0,0.00030222568414901656,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0.102511504,230.6352,1997,3435.528,29,1,0.0004444746682206359,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.02681843,126.002,1987,2150.534,39,0,0.00021284130410628404,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0.117818348,192.9136,1999,2527.3768,27,1,0.0006107311666984598,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.069102831,259.9278,2009,6768.5228,17,1,0.00026585394482621713,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.042277867,126.5046,1987,373.5138,39,0,0.0003342002346159744,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.089498926,178.1002,1998,358.2004,28,1,0.0005025200757775679,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0,153.3024,2002,2428.8384,24,1,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.025879577,265.2226,2002,5815.0972,24,1,9.757681660612632e-05,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.121632721,60.622,1997,2576.646,29,0,0.0020064122100887467,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.255394896,196.8794,1985,780.3176,41,1,0.0012972149244664499,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.067779712,143.8812,1997,3134.5864,29,1,0.00047108108634067553,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.159803853,141.5154,1987,850.8924,39,0,0.0011292329527387126,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.028696932,117.0492,1987,810.9444,39,0,0.000245169826021878,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.065041581,196.3794,2007,3121.2704,19,1,0.0003312036853152622,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.028760013,151.4708,2007,4815.0656,19,1,0.0001898716650337887,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.010053105,249.0408,2009,6258.52,17,1,4.0367301261480045e-05,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.048157338,106.1622,2002,2117.244,24,0,0.00045362038465668575,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.071958197,38.0506,1999,796.9626,27,0,0.0018911185894571964,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.173481304,194.511,1997,4910.275,29,1,0.000891884284179301,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.061082177,180.0344,1985,892.172,41,1,0.00033928058748772456,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,246.9144,2009,3185.1872,17,1,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.040071131,87.3514,2002,1062.6168,24,0,0.00045873484569222705,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.012090074,38.2848,1985,484.7024,41,0,0.0003157930562520896,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.15028599,51.0692,1985,147.8076,41,0,0.0029427911539636415,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.026015519,255.8356,1985,2543.356,41,1,0.0001016884241286201,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0.195068226,185.4266,1998,184.4266,28,1,0.0010519969950373894,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.033082215,172.5738,2004,4865.6664,22,1,0.00019169894271320442,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.078946455,186.024,2002,1118.544,24,1,0.00042438854663914334,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.041700756,164.8526,2002,2302.3364,24,1,0.00025295783020710624,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0.143422643,95.841,1997,2027.361,29,0,0.0014964643837188677,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.105296072,170.1764,1997,3435.528,29,1,0.0006187466182149817,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.121531501,59.222,1987,599.22,39,0,0.002052134358853129,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.0,164.7526,2002,4604.6728,24,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
0.011324862,189.6188,2007,2285.0256,19,1,5.9724362774155306e-05,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.186357148,254.3698,1999,5580.7356,27,1,0.0007326229292942795,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.024205661,114.0176,1997,2290.352,29,0,0.00021229758388178666,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.033230816,172.3422,1999,1207.0954,27,1,0.00019281879887804614,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.113720344,89.9804,1985,643.1628,41,0,0.0012638346128712474,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.112556507,104.9622,2007,1587.933,19,0,0.0010723527803342538,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,222.5456,2002,5305.0944,24,1,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.059352241,101.87,1997,1697.79,29,0,0.0005826272798664965,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.014087057,180.3344,1997,1427.4752,29,1,7.81163050421883e-05,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.045230944,187.9556,2009,4693.89,17,1,0.00024064696130362705,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.293417759,194.6136,1985,583.2408,41,1,0.00150769401007946,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.031382044,171.3764,1985,3091.9752,41,1,0.00018311765213880092,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.12639886,177.0028,2007,2479.4392,19,1,0.0007141065565064507,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.025403898,160.992,2004,2716.464,22,1,0.00015779602713178296,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.039057677,155.963,1985,3285.723,41,1,0.0002504291210094702,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.123115764,95.6436,1997,661.8052,29,0,0.0012872347339497885,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.039624006,117.2808,1999,1523.3504,27,0,0.00033785586387541697,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.040421193,122.173,1998,369.519,28,0,0.00033085209498006924,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.105274111,39.9138,1999,690.4346,27,0,0.0026375366665163428,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.033970195,55.1614,2002,1381.535,24,0,0.0006158327199817263,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0.053212652,57.893,2004,622.523,22,0,0.0009191552001105487,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.024378706,114.5492,2004,1274.3412,22,0,0.00021282301404112818,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.009714595,120.0414,1985,487.3656,41,0,8.092703850504909e-05,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.131383762,246.046,1999,1231.73,27,1,0.0005339804833242564,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.07461309,187.4556,2004,3755.112,22,1,0.0003980307336777349,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.028459761,149.9708,1985,4363.6532,41,1,0.00018976868163669196,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0.074627201,187.8556,1997,1314.2892,29,1,0.0003972583250113385,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.063695084,151.0708,2002,1805.6496,24,1,0.0004216240597123998,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.045797829,178.5344,1985,2854.9504,41,1,0.000256521034601735,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0.115857223,179.1028,1999,3896.2616,27,1,0.0006468755541510239,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.024832806,38.7822,1987,667.7974,39,0,0.0006403145257360335,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0.034027909,212.0902,2009,3185.853,17,1,0.00016044074172215408,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.0467696,141.1838,1987,2247.7408,39,0,0.0003312674683639341,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.116576702,163.121,1987,1794.331,39,1,0.0007146639733694619,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.0,121.3098,2002,2530.7058,24,0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.278974075,225.372,1985,679.116,41,1,0.0012378382185897093,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.035913805,41.4138,1987,812.276,39,0,0.0008671941478444382,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0.079806266,232.53,1997,699.09,29,1,0.000343208472025115,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.005505481,102.4016,2007,2732.4432,19,0,5.376362283401821e-05,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.064625342,176.937,1985,176.437,41,1,0.0003652449289860233,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.071636937,121.7098,1985,4097.3332,41,0,0.0005885880758985718,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0.0,173.2054,2002,3151.8972,24,1,0.0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.032677678,239.0906,1999,5942.265,27,1,0.0001366748755492688,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.160760054,192.4478,2007,4843.695,19,1,0.0008353436828064546,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.06911065,109.0228,2004,2542.0244,22,0,0.0006339100628492388,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0.041177505,140.3154,2007,2552.6772,19,0,0.0002934639034631979,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0.040081193,227.0694,2009,1141.847,17,1,0.00017651516672876223,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.035307322,47.5034,2007,680.4476,19,0,0.0007432588404198436,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.063017847,159.0578,2002,2085.9514,24,1,0.00039619463490630455,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0.171938781,92.512,1998,186.424,28,0,0.0018585565223970945,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.040197932,190.153,2004,3036.048,22,1,0.00021139783227190737,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.049058014,62.7194,2007,866.8716,19,0,0.000782182450724975,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.01161096,95.041,2004,868.869,22,0,0.00012216790648246546,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.183507295,82.4276,1997,1137.1864,29,0,0.0022262845818633564,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.102349519,52.7956,2007,928.1252,19,0,0.0019385994097993015,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.086708987,151.7682,1987,762.341,39,1,0.0005713251326694261,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0.032835147,40.2822,2002,707.0796,24,0,0.0008151279473315757,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.033809913,180.5976,1985,7968.2944,41,1,0.0001872113084559263,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.07266912,160.292,1997,1438.128,29,1,0.00045335462780425725,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.144338493,224.4404,1985,6976.2524,41,1,0.0006431038841491995,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.009163216,101.7016,1998,101.2016,28,0,9.009903482344428e-05,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.011307038,188.5188,2009,952.094,17,1,5.997830455105804e-05,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.076855628,116.0492,1997,1969.4364,29,0,0.0006622676244213661,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.059956876,165.4526,1985,5262.4832,41,1,0.00036238098404014205,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
0.038532062,60.5852,2002,1314.2892,24,0,0.0006359979334887068,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.043209581,90.8172,2007,535.3032,19,0,0.0004757863158080187,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.056816465,132.1284,1998,263.6568,28,0,0.00043000948319967544,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.019866705,154.5972,2004,1402.1748,22,1,0.00012850624073398482,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.048331717,105.1622,2007,1693.7952,19,0,0.00045959210628914197,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.091221855,105.5938,2002,2143.876,24,0,0.0008638940449155159,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0.027622076,177.6344,1999,2676.516,27,1,0.00015549958791765558,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.0,53.064,2004,905.488,22,0,0.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.039355947,246.3802,1999,7370.406,27,1,0.0001597366468571744,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.060836524,226.8404,2004,6301.1312,22,1,0.000268190868998644,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
0.082316506,160.692,2004,1597.92,22,1,0.0005122626266397829,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.155350299,178.237,2004,529.311,22,1,0.0008715939956350253,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0.076841095,117.5492,2004,1969.4364,22,0,0.000653693049378473,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.151419185,50.3692,2007,1034.6532,19,0,0.003006186022410521,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0.026001976,161.521,2009,1794.331,17,1,0.00016098201472254382,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.073209447,197.6426,2009,2768.3964,17,1,0.0003704132965261538,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.041683481,31.29,1985,898.83,41,0,0.0013321662192393737,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0.042560252,226.172,1997,3169.208,29,1,0.0001881764851528925,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.014081156,223.5746,2009,3589.9936,17,1,6.298191297222493e-05,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0.0,132.5626,2009,262.3252,17,0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.152918384,99.8358,2007,1910.1802,19,0,0.0015316988895766846,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.030969274,140.9154,2007,1701.7848,19,0,0.0002197721043973902,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0.060376776,154.5656,1987,2471.4496,39,1,0.0003906223376999798,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.04192285,54.764,1987,1331.6,39,0,0.0007655184062522824,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
0.077367431,97.0094,1985,1808.9786,41,0,0.0007975250955062087,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.045838211,222.5456,2009,3315.684,17,1,0.000205972218727308,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.071077939,114.2518,1997,2618.5914,29,0,0.0006221165793449207,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.094659871,214.556,1997,2769.728,29,1,0.0004411895775461884,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.077608838,233.4958,2007,5375.0034,19,1,0.000332377875747658,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0.021327477,216.8824,2007,2838.9712,19,1,9.833659623833009e-05,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.042485444,125.0046,2009,1743.0644,17,0,0.00033987104474555334,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.025578526,198.8084,1985,5555.4352,41,1,0.00012865918140279788,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0.0489808,61.9194,2009,619.194,17,0,0.0007910412568597241,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.019471688,164.821,2004,2120.573,22,1,0.0001181383925592006,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0.122918852,173.0738,2007,3823.0236,19,1,0.0007102106269117566,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.057373797,151.4366,1987,1360.2294,39,1,0.00037886347818162847,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
